Database,Table,Column,Source,Type,Null,References,Default,Primary
gis250k,PopulatedPlaces,ga_pid,data,int,,,,
gis250k,PopulatedPlaces,symbol,data,smallint,no,,,
gis250k,PopulatedPlaces,featurewidth,data,float,,,0,
gis250k,PopulatedPlaces,orientation,data,smallint,,,0,
gis250k,PopulatedPlaces,textnote,data,text,,,,
gis250k,PopulatedPlaces,position,data,point,,,,
gis250k,PopulatedPlaces,position,index,,,,,
gis250k,Powerlines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Powerlines,featuretype,data,int,no,ga_FeatureType,,
gis250k,Powerlines,featrel,data,date,no,,,
gis250k,Powerlines,attrrel,data,date,no,,,
gis250k,Powerlines,planacc,data,smallint,no,,,
gis250k,Powerlines,source,implicit=GA,int,no,ga_Source,,
gis250k,Powerlines,created,data,timestamp,,,now(),
gis250k,Powerlines,retired,data,timestamp,,,,
gis250k,Powerlines,ga_pid,data,int,,,,
gis250k,Powerlines,symbol,data,smallint,no,,,
gis250k,Powerlines,textnote,data,text,,,,
gis250k,Powerlines,shape_length,data,float,no,,,
gis250k,Powerlines,shape,data,lines,,,,
gis250k,Powerlines,shape,index,,,,,
gis250k,ProhibitedAreas,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,ProhibitedAreas,featuretype,data,int,no,ga_FeatureType,,
gis250k,ProhibitedAreas,name,data,text,,,,
gis250k,ProhibitedAreas,authority,data,text,,,,
gis250k,ProhibitedAreas,featrel,data,date,no,,,
gis250k,ProhibitedAreas,attrrel,data,date,no,,,
gis250k,ProhibitedAreas,planacc,data,smallint,no,,,
gis250k,ProhibitedAreas,source,implicit=GA,int,no,ga_Source,,
gis250k,ProhibitedAreas,created,data,timestamp,,,now(),
gis250k,ProhibitedAreas,retired,data,timestamp,,,,
gis250k,ProhibitedAreas,ga_pid,data,int,,,,
gis250k,ProhibitedAreas,symbol,data,smallint,no,,,
gis250k,ProhibitedAreas,shape_length,data,float,no,,,
gis250k,ProhibitedAreas,shape_area,data,float,no,,,
gis250k,ProhibitedAreas,shape,data,lines,,,,
gis250k,ProhibitedAreas,shape,index,,,,,
gis250k,RailwayBridgePoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,RailwayBridgePoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,RailwayBridgePoints,name,data,text,,,,
gis250k,RailwayBridgePoints,featrel,data,date,no,,,
gis250k,RailwayBridgePoints,attrrel,data,date,no,,,
gis250k,RailwayBridgePoints,planacc,data,smallint,no,,,
gis250k,RailwayBridgePoints,source,implicit=GA,int,no,ga_Source,,
gis250k,RailwayBridgePoints,created,data,timestamp,,,now(),
gis250k,RailwayBridgePoints,retired,data,timestamp,,,,
gis250k,RailwayBridgePoints,ga_pid,data,int,,,,
gis250k,RailwayBridgePoints,symbol,data,smallint,no,,,
gis250k,RailwayBridgePoints,featurewidth,data,float,,,0,
gis250k,RailwayBridgePoints,orientation,data,smallint,,,0,
gis250k,RailwayBridgePoints,textnote,data,text,,,,
gis250k,RailwayBridgePoints,position,data,point,,,,
gis250k,RailwayBridgePoints,position,index,,,,,
gis250k,RailwayCrossingLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RailwayCrossingLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,RailwayCrossingLines,name,data,text,,,,
gis250k,RailwayCrossingLines,featrel,data,date,no,,,
gis250k,RailwayCrossingLines,attrrel,data,date,no,,,
gis250k,RailwayCrossingLines,planacc,data,smallint,no,,,
gis250k,RailwayCrossingLines,source,implicit=GA,int,no,ga_Source,,
gis250k,RailwayCrossingLines,created,data,timestamp,,,now(),
gis250k,RailwayCrossingLines,retired,data,timestamp,,,,
gis250k,RailwayCrossingLines,ga_pid,data,int,,,,
gis250k,RailwayCrossingLines,symbol,data,smallint,no,,,
gis250k,RailwayCrossingLines,featurewidth,data,float,,,0,
gis250k,RailwayCrossingLines,textnote,data,text,,,,
gis250k,RailwayCrossingLines,shape_length,data,float,no,,,
gis250k,RailwayCrossingLines,shape,data,lines,,,,
gis250k,RailwayCrossingLines,shape,index,,,,,
gis250k,Railways,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Railways,featuretype,data,int,no,ga_FeatureType,,
gis250k,Railways,name,data,text,,,,
gis250k,Railways,gauge,data,text,,,,
gis250k,Railways,status,data,text,,,,
gis250k,Railways,tracks,data,text,,,,
gis250k,Railways,featrel,data,date,no,,,
gis250k,Railways,attrrel,data,date,no,,,
gis250k,Railways,planacc,data,smallint,no,,,
gis250k,Railways,source,implicit=GA,int,no,ga_Source,,
gis250k,Railways,created,data,timestamp,,,now(),
gis250k,Railways,retired,data,timestamp,,,,
gis250k,Railways,ga_pid,data,int,,,,
gis250k,Railways,symbol,data,smallint,no,,,
gis250k,Railways,textnote,data,text,,,,
gis250k,Railways,shape_length,data,float,no,,,
gis250k,Railways,shape,data,lines,,,,
gis250k,Railways,shape,index,,,,,
gis250k,RailwayStopPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,RailwayStopPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,RailwayStopPoints,name,data,text,,,,
gis250k,RailwayStopPoints,featrel,data,date,no,,,
gis250k,RailwayStopPoints,attrrel,data,date,no,,,
gis250k,RailwayStopPoints,planacc,data,smallint,no,,,
gis250k,RailwayStopPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,RailwayStopPoints,created,data,timestamp,,,now(),
gis250k,RailwayStopPoints,retired,data,timestamp,,,,
gis250k,RailwayStopPoints,ga_pid,data,int,,,,
gis250k,RailwayStopPoints,symbol,data,smallint,no,,,
gis250k,RailwayStopPoints,featurewidth,data,float,,,0,
gis250k,RailwayStopPoints,orientation,data,smallint,,,0,
gis250k,RailwayStopPoints,textnote,data,text,,,,
gis250k,RailwayStopPoints,position,data,point,,,,
gis250k,RailwayStopPoints,position,index,,,,,
gis250k,RailwayTunnelLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RailwayTunnelLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,RailwayTunnelLines,featrel,data,date,no,,,
gis250k,RailwayTunnelLines,attrrel,data,date,no,,,
gis250k,RailwayTunnelLines,planacc,data,smallint,no,,,
gis250k,RailwayTunnelLines,source,implicit=GA,int,no,ga_Source,,
gis250k,RailwayTunnelLines,created,data,timestamp,,,now(),
gis250k,RailwayTunnelLines,retired,data,timestamp,,,,
gis250k,RailwayTunnelLines,ga_pid,data,int,,,,
gis250k,RailwayTunnelLines,symbol,data,smallint,no,,,
gis250k,RailwayTunnelLines,featurewidth,data,float,no,,,
gis250k,RailwayTunnelLines,textnote,data,text,,,,
gis250k,RailwayTunnelLines,shape_length,data,float,no,,,
gis250k,RailwayTunnelLines,shape,data,lines,,,,
gis250k,RailwayTunnelLines,shape,index,,,,,
gis250k,RailwayTunnelPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,RailwayTunnelPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,RailwayTunnelPoints,featrel,data,date,no,,,
gis250k,RailwayTunnelPoints,attrrel,data,date,no,,,
gis250k,RailwayTunnelPoints,planacc,data,smallint,no,,,
gis250k,RailwayTunnelPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,RailwayTunnelPoints,created,data,timestamp,,,now(),
gis250k,RailwayTunnelPoints,retired,data,timestamp,,,,
gis250k,RailwayTunnelPoints,ga_pid,data,int,,,,
gis250k,RailwayTunnelPoints,symbol,data,smallint,no,,,
gis250k,RailwayTunnelPoints,featurewidth,data,float,,,0,
gis250k,RailwayTunnelPoints,orientation,data,smallint,,,0,
gis250k,RailwayTunnelPoints,textnote,data,text,,,,
gis250k,RailwayTunnelPoints,position,data,point,,,,
gis250k,RailwayTunnelPoints,position,index,,,,,
gis250k,RapidAreas,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RapidAreas,featuretype,data,int,no,ga_FeatureType,,
gis250k,RapidAreas,featrel,data,date,no,,,
gis250k,RapidAreas,attrrel,data,date,no,,,
gis250k,RapidAreas,planacc,data,smallint,no,,,
gis250k,RapidAreas,source,implicit=GA,int,no,ga_Source,,
gis250k,RapidAreas,created,data,timestamp,,,now(),
gis250k,RapidAreas,retired,data,timestamp,,,,
gis250k,RapidAreas,ga_pid,data,int,,,,
gis250k,RapidAreas,symbol,data,smallint,no,,,
gis250k,RapidAreas,textnote,data,text,,,,
gis250k,RapidAreas,shape_length,data,float,no,,,
gis250k,RapidAreas,shape_area,data,float,no,,,
gis250k,RapidAreas,shape,data,lines,,,,
gis250k,RapidAreas,shape,index,,,,,
gis250k,RapidLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RapidLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,RapidLines,featrel,data,date,no,,,
gis250k,RapidLines,attrrel,data,date,no,,,
gis250k,RapidLines,planacc,data,smallint,no,,,
gis250k,RapidLines,source,implicit=GA,int,no,ga_Source,,
gis250k,RapidLines,created,data,timestamp,,,now(),
gis250k,RapidLines,retired,data,timestamp,,,,
gis250k,RapidLines,ga_pid,data,int,,,,
gis250k,RapidLines,symbol,data,smallint,no,,,
gis250k,RapidLines,textnote,data,text,,,,
gis250k,RapidLines,shape_length,data,float,no,,,
gis250k,RapidLines,shape,data,lines,,,,
gis250k,RapidLines,shape,index,,,,,
gis250k,RecreationAreas,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RecreationAreas,featuretype,data,int,no,ga_FeatureType,,
gis250k,RecreationAreas,type,data,int,no,,,
gis250k,RecreationAreas,name,data,text,,,,
gis250k,RecreationAreas,featrel,data,date,no,,,
gis250k,RecreationAreas,attrrel,data,date,no,,,
gis250k,RecreationAreas,planacc,data,smallint,no,,,
gis250k,RecreationAreas,source,implicit=GA,int,no,ga_Source,,
gis250k,RecreationAreas,created,data,timestamp,,,now(),
gis250k,RecreationAreas,retired,data,timestamp,,,,
gis250k,RecreationAreas,ga_pid,data,int,,,,
gis250k,RecreationAreas,symbol,data,smallint,no,,,
gis250k,RecreationAreas,textnote,data,text,,,,
gis250k,RecreationAreas,shape_length,data,float,no,,,
gis250k,RecreationAreas,shape_area,data,float,no,,,
gis250k,RecreationAreas,shape,data,lines,,,,
gis250k,RecreationAreas,shape,index,,,,,
gis250k,Reserves,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Reserves,featuretype,data,int,no,ga_FeatureType,,
gis250k,Reserves,type,data,int,no,,,
gis250k,Reserves,name,data,text,,,,
gis250k,Reserves,featrel,data,date,no,,,
gis250k,Reserves,attrrel,data,date,no,,,
gis250k,Reserves,planacc,data,smallint,no,,,
gis250k,Reserves,source,implicit=GA,int,no,ga_Source,,
gis250k,Reserves,created,data,timestamp,,,now(),
gis250k,Reserves,retired,data,timestamp,,,,
gis250k,Reserves,ga_pid,data,int,,,,
gis250k,Reserves,symbol,data,smallint,no,,,
gis250k,Reserves,shape_length,data,float,no,,,
gis250k,Reserves,shape_area,data,float,no,,,
gis250k,Reserves,shape,data,lines,,,,
gis250k,Reserves,shape,index,,,,,
gis250k,Reservoirs,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Reservoirs,featuretype,data,int,no,ga_FeatureType,,
gis250k,Reservoirs,type,data,int,no,,,
gis250k,Reservoirs,name,data,text,,,,
gis250k,Reservoirs,featrel,data,date,no,,,
gis250k,Reservoirs,attrrel,data,date,no,,,
gis250k,Reservoirs,planacc,data,smallint,no,,,
gis250k,Reservoirs,source,implicit=GA,int,no,ga_Source,,
gis250k,Reservoirs,created,data,timestamp,,,now(),
gis250k,Reservoirs,retired,data,timestamp,,,,
gis250k,Reservoirs,ga_pid,data,int,,,,
gis250k,Reservoirs,symbol,data,smallint,no,,,
gis250k,Reservoirs,textnote,data,text,,,,
gis250k,Reservoirs,shape_length,data,float,no,,,
gis250k,Reservoirs,shape_area,data,float,no,,,
gis250k,Reservoirs,shape,data,lines,,,,
gis250k,Reservoirs,shape,index,,,,,
gis250k,RoadCrossingLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RoadCrossingLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,RoadCrossingLines,name,data,text,,,,
gis250k,RoadCrossingLines,type,data,int,no,,,
gis250k,RoadCrossingLines,featrel,data,date,no,,,
gis250k,RoadCrossingLines,attrrel,data,date,no,,,
gis250k,RoadCrossingLines,planacc,data,smallint,no,,,
gis250k,RoadCrossingLines,source,implicit=GA,int,no,ga_Source,,
gis250k,RoadCrossingLines,created,data,timestamp,,,now(),
gis250k,RoadCrossingLines,retired,data,timestamp,,,,
gis250k,RoadCrossingLines,ga_pid,data,int,,,,
gis250k,RoadCrossingLines,symbol,data,smallint,no,,,
gis250k,RoadCrossingLines,featurewidth,data,float,,,,0
gis250k,RoadCrossingLines,textnote,data,text,,,,
gis250k,RoadCrossingLines,shape_length,data,float,no,,,
gis250k,RoadCrossingLines,shape,data,lines,,,,
gis250k,RoadCrossingLines,shape,index,,,,,
gis250k,RoadCrossingPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,RoadCrossingPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,RoadCrossingPoints,type,data,int,no,,,
gis250k,RoadCrossingPoints,name,data,text,,,,
gis250k,RoadCrossingPoints,featrel,data,date,no,,,
gis250k,RoadCrossingPoints,attrrel,data,date,no,,,
gis250k,RoadCrossingPoints,planacc,data,smallint,no,,,
gis250k,RoadCrossingPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,RoadCrossingPoints,created,data,timestamp,,,now(),
gis250k,RoadCrossingPoints,retired,data,timestamp,,,,
gis250k,RoadCrossingPoints,ga_pid,data,int,,,,
gis250k,RoadCrossingPoints,symbol,data,smallint,no,,,
gis250k,RoadCrossingPoints,featurewidth,data,float,,,0,
gis250k,RoadCrossingPoints,orientation,data,smallint,,,0,
gis250k,RoadCrossingPoints,textnote,data,text,,,,
gis250k,RoadCrossingPoints,position,data,point,,,,
gis250k,RoadCrossingPoints,position,index,,,,,
gis250k,Roads,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Roads,featuretype,data,int,no,ga_FeatureType,,
gis250k,Roads,name,data,text,,,,
gis250k,Roads,class,data,text,no,,,
gis250k,Roads,featrel,data,date,no,,,
gis250k,Roads,formation,data,text,,,,
gis250k,Roads,nrn,data,text,,,,
gis250k,Roads,srn,data,text,,,,
gis250k,Roads,attrrel,data,date,no,,,
gis250k,Roads,planacc,data,smallint,no,,,
gis250k,Roads,source,implicit=GA,int,no,ga_Source,,
gis250k,Roads,created,data,timestamp,,,now(),
gis250k,Roads,retired,data,timestamp,,,,
gis250k,Roads,ga_pid,data,int,,,,
gis250k,Roads,symbol,data,smallint,no,,,
gis250k,Roads,featurewidth,data,float,,,,0
gis250k,Roads,textnote,data,text,,,,
gis250k,Roads,shape_length,data,float,no,,,
gis250k,Roads,shape,data,lines,,,,
gis250k,Roads,shape,index,,,,,
gis250k,RoadTunnelLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,RoadTunnelLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,RoadTunnelLines,featrel,data,date,no,,,
gis250k,RoadTunnelLines,attrrel,data,date,no,,,
gis250k,RoadTunnelLines,planacc,data,smallint,no,,,
gis250k,RoadTunnelLines,source,implicit=GA,int,no,ga_Source,,
gis250k,RoadTunnelLines,created,data,timestamp,,,now(),
gis250k,RoadTunnelLines,retired,data,timestamp,,,,
gis250k,RoadTunnelLines,ga_pid,data,int,,,,
gis250k,RoadTunnelLines,symbol,data,smallint,no,,,
gis250k,RoadTunnelLines,featurewidth,data,float,,,,0
gis250k,RoadTunnelLines,textnote,data,text,,,,
gis250k,RoadTunnelLines,shape_length,data,float,no,,,
gis250k,RoadTunnelLines,shape,data,lines,,,,
gis250k,RoadTunnelLines,shape,index,,,,,
gis250k,RoadTunnelPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,RoadTunnelPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,RoadTunnelPoints,featrel,data,date,no,,,
gis250k,RoadTunnelPoints,attrrel,data,date,no,,,
gis250k,RoadTunnelPoints,planacc,data,smallint,no,,,
gis250k,RoadTunnelPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,RoadTunnelPoints,created,data,timestamp,,,now(),
gis250k,RoadTunnelPoints,retired,data,timestamp,,,,
gis250k,RoadTunnelPoints,ga_pid,data,int,,,,
gis250k,RoadTunnelPoints,symbol,data,smallint,no,,,
gis250k,RoadTunnelPoints,featurewidth,data,float,,,0,
gis250k,RoadTunnelPoints,orientation,data,smallint,,,0,
gis250k,RoadTunnelPoints,textnote,data,text,,,,
gis250k,RoadTunnelPoints,position,data,point,,,,
gis250k,RoadTunnelPoints,position,index,,,,,
gis250k,SandRidges,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,SandRidges,featuretype,data,int,no,ga_FeatureType,,
gis250k,SandRidges,averageheight,data,smallint,,,,
gis250k,SandRidges,featrel,data,date,no,,,
gis250k,SandRidges,attrrel,data,date,no,,,
gis250k,SandRidges,planacc,data,smallint,no,,,
gis250k,SandRidges,source,implicit=GA,int,no,ga_Source,,
gis250k,SandRidges,created,data,timestamp,,,now(),
gis250k,SandRidges,retired,data,timestamp,,,,
gis250k,SandRidges,ga_pid,data,int,,,,
gis250k,SandRidges,symbol,data,smallint,no,,,
gis250k,SandRidges,shape_length,data,float,no,,,
gis250k,SandRidges,shape,data,lines,,,,
gis250k,SandRidges,shape,index,,,,,
gis250k,Sands,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Sands,featuretype,data,int,no,ga_FeatureType,,
gis250k,Sands,type,data,int,no,,,
gis250k,Sands,featrel,data,date,no,,,
gis250k,Sands,attrrel,data,date,no,,,
gis250k,Sands,planacc,data,smallint,no,,,
gis250k,Sands,source,implicit=GA,int,no,ga_Source,,
gis250k,Sands,created,data,timestamp,,,now(),
gis250k,Sands,retired,data,timestamp,,,,
gis250k,Sands,ga_pid,data,int,,,,
gis250k,Sands,symbol,data,smallint,no,,,
gis250k,Sands,shape_length,data,float,no,,,
gis250k,Sands,shape_area,data,float,no,,,
gis250k,Sands,shape,data,lines,,,,
gis250k,Sands,shape,index,,,,,
gis250k,Seas,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Seas,featuretype,data,int,no,ga_FeatureType,,
gis250k,Seas,oceanname,data,text,,,,
gis250k,Seas,seaname,data,text,,,,
gis250k,Seas,otherwatername,data,text,,,,
gis250k,Seas,featrel,data,date,no,,,
gis250k,Seas,attrrel,data,date,no,,,
gis250k,Seas,planacc,data,smallint,no,,,
gis250k,Seas,source,implicit=GA,int,no,ga_Source,,
gis250k,Seas,created,data,timestamp,,,now(),
gis250k,Seas,retired,data,timestamp,,,,
gis250k,Seas,ga_pid,data,int,,,,
gis250k,Seas,symbol,data,smallint,no,,,
gis250k,Seas,shape_length,data,float,no,,,
gis250k,Seas,shape_area,data,float,no,,,
gis250k,Seas,shape,data,lines,,,,
gis250k,Seas,shape,index,,,,,
gis250k,Spillways,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Spillways,featuretype,data,int,no,ga_FeatureType,,
gis250k,Spillways,featrel,data,date,no,,,
gis250k,Spillways,attrrel,data,date,no,,,
gis250k,Spillways,planacc,data,smallint,no,,,
gis250k,Spillways,source,implicit=GA,int,no,ga_Source,,
gis250k,Spillways,created,data,timestamp,,,now(),
gis250k,Spillways,retired,data,timestamp,,,,
gis250k,Spillways,ga_pid,data,int,,,,
gis250k,Spillways,symbol,data,smallint,no,,,
gis250k,Spillways,textnote,data,text,,,,
gis250k,Spillways,shape_length,data,float,no,,,
gis250k,Spillways,shape,data,lines,,,,
gis250k,Spillways,shape,index,,,,,
gis250k,SpotElevations,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,SpotElevations,featuretype,data,int,no,ga_FeatureType,,
gis250k,SpotElevations,class,data,text,no,,,
gis250k,SpotElevations,elevation,data,float,no,,,
gis250k,SpotElevations,featrel,data,date,no,,,
gis250k,SpotElevations,attrrel,data,date,no,,,
gis250k,SpotElevations,planacc,data,smallint,no,,,
gis250k,SpotElevations,source,implicit=GA,int,no,ga_Source,,
gis250k,SpotElevations,created,data,timestamp,,,now(),
gis250k,SpotElevations,retired,data,timestamp,,,,
gis250k,SpotElevations,ga_pid,data,int,,,,
gis250k,SpotElevations,symbol,data,smallint,no,,,
gis250k,SpotElevations,featurewidth,data,float,,,0,
gis250k,SpotElevations,orientation,data,smallint,,,0,
gis250k,SpotElevations,position,data,point,,,,
gis250k,SpotElevations,position,index,,,,,
gis250k,Springs,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,Springs,featuretype,data,int,no,ga_FeatureType,,
gis250k,Springs,name,data,text,,,,
gis250k,Springs,featrel,data,date,no,,,
gis250k,Springs,attrrel,data,date,no,,,
gis250k,Springs,planacc,data,smallint,no,,,
gis250k,Springs,source,implicit=GA,int,no,ga_Source,,
gis250k,Springs,created,data,timestamp,,,now(),
gis250k,Springs,retired,data,timestamp,,,,
gis250k,Springs,ga_pid,data,int,,,,
gis250k,Springs,symbol,data,smallint,no,,,
gis250k,Springs,featurewidth,data,float,,,0,
gis250k,Springs,orientation,data,smallint,,,0,
gis250k,Springs,textnote,data,text,,,,
gis250k,Springs,position,data,point,,,,
gis250k,Springs,position,index,,,,,
gis250k,StorageTanks,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,StorageTanks,featuretype,data,int,no,ga_FeatureType,,
gis250k,StorageTanks,name,data,text,,,,
gis250k,StorageTanks,featrel,data,date,no,,,
gis250k,StorageTanks,attrrel,data,date,no,,,
gis250k,StorageTanks,planacc,data,smallint,no,,,
gis250k,StorageTanks,source,implicit=GA,int,no,ga_Source,,
gis250k,StorageTanks,created,data,timestamp,,,now(),
gis250k,StorageTanks,retired,data,timestamp,,,,
gis250k,StorageTanks,ga_pid,data,int,,,,
gis250k,StorageTanks,symbol,data,smallint,no,,,
gis250k,StorageTanks,featurewidth,data,float,,,0,
gis250k,StorageTanks,orientation,data,smallint,,,0,
gis250k,StorageTanks,textnote,data,text,,,,
gis250k,StorageTanks,position,data,point,,,,
gis250k,StorageTanks,position,index,,,,,
gis250k,VerticalObstructions,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,VerticalObstructions,featuretype,data,int,no,ga_FeatureType,,
gis250k,VerticalObstructions,name,data,text,,,,
gis250k,VerticalObstructions,description,data,text,,,,
gis250k,VerticalObstructions,height,data,float,,,,
gis250k,VerticalObstructions,featrel,data,date,no,,,
gis250k,VerticalObstructions,attrrel,data,date,no,,,
gis250k,VerticalObstructions,planacc,data,smallint,no,,,
gis250k,VerticalObstructions,source,implicit=GA,int,no,ga_Source,,
gis250k,VerticalObstructions,created,data,timestamp,,,now(),
gis250k,VerticalObstructions,retired,data,timestamp,,,,
gis250k,VerticalObstructions,ga_pid,data,int,,,,
gis250k,VerticalObstructions,symbol,data,smallint,no,,,
gis250k,VerticalObstructions,featurewidth,data,float,,,0,
gis250k,VerticalObstructions,orientation,data,smallint,,,0,
gis250k,VerticalObstructions,textnote,data,text,,,,
gis250k,VerticalObstructions,position,data,point,,,,
gis250k,VerticalObstructions,position,index,,,,,
gis250k,WatercourseAreas,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,WatercourseAreas,featuretype,data,int,no,ga_FeatureType,,
gis250k,WatercourseAreas,name,data,text,,,,
gis250k,WatercourseAreas,perennial,data,int,,ga_Perennial,,
gis250k,WatercourseAreas,hierarchy,data,int,,ga_Hierarchy,,
gis250k,WatercourseAreas,featrel,data,date,no,,,
gis250k,WatercourseAreas,attrrel,data,date,no,,,
gis250k,WatercourseAreas,planacc,data,smallint,no,,,
gis250k,WatercourseAreas,source,implicit=GA,int,no,ga_Source,,
gis250k,WatercourseAreas,created,data,timestamp,,,now(),
gis250k,WatercourseAreas,retired,data,timestamp,,,,
gis250k,WatercourseAreas,ga_pid,data,int,,,,
gis250k,WatercourseAreas,symbol,data,smallint,no,,,
gis250k,WatercourseAreas,textnote,data,text,,,,
gis250k,WatercourseAreas,shape_length,data,float,no,,,
gis250k,WatercourseAreas,shape_area,data,float,no,,,
gis250k,WatercourseAreas,shape,data,lines,,,,
gis250k,WatercourseAreas,shape,index,,,,,
gis250k,WatercourseLines,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,WatercourseLines,featuretype,data,int,no,ga_FeatureType,,
gis250k,WatercourseLines,type,data,int,no,,,
gis250k,WatercourseLines,name,data,text,,,,
gis250k,WatercourseLines,perennial,data,int,,ga_Perennial,,
gis250k,WatercourseLines,hierarchy,data,int,,ga_Hierarchy,,
gis250k,WatercourseLines,featrel,data,date,no,,,
gis250k,WatercourseLines,attrrel,data,date,no,,,
gis250k,WatercourseLines,planacc,data,smallint,no,,,
gis250k,WatercourseLines,source,implicit=GA,int,no,ga_Source,,
gis250k,WatercourseLines,created,data,timestamp,,,now(),
gis250k,WatercourseLines,retired,data,timestamp,,,,
gis250k,WatercourseLines,ga_pid,data,int,,,,
gis250k,WatercourseLines,symbol,data,smallint,no,,,
gis250k,WatercourseLines,textnote,data,text,,,,
gis250k,WatercourseLines,shape_length,data,float,no,,,
gis250k,WatercourseLines,shape,data,lines,,,,
gis250k,WatercourseLines,shape,index,,,,,
gis250k,WaterfallPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,WaterfallPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,WaterfallPoints,name,data,text,,,,
gis250k,WaterfallPoints,featrel,data,date,no,,,
gis250k,WaterfallPoints,attrrel,data,date,no,,,
gis250k,WaterfallPoints,planacc,data,smallint,no,,,
gis250k,WaterfallPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,WaterfallPoints,created,data,timestamp,,,now(),
gis250k,WaterfallPoints,retired,data,timestamp,,,,
gis250k,WaterfallPoints,ga_pid,data,int,,,,
gis250k,WaterfallPoints,symbol,data,smallint,no,,,
gis250k,WaterfallPoints,featurewidth,data,float,,,0,
gis250k,WaterfallPoints,orientation,data,smallint,,,0,
gis250k,WaterfallPoints,textnote,data,text,,,,
gis250k,WaterfallPoints,position,data,point,,,,
gis250k,WaterfallPoints,position,index,,,,,
gis250k,Waterholes,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,Waterholes,featuretype,data,int,no,ga_FeatureType,,
gis250k,Waterholes,name,data,text,,,,
gis250k,Waterholes,perennial,data,int,,ga_Perennial,,
gis250k,Waterholes,featrel,data,date,no,,,
gis250k,Waterholes,attrrel,data,date,no,,,
gis250k,Waterholes,planacc,data,smallint,no,,,
gis250k,Waterholes,source,implicit=GA,int,no,ga_Source,,
gis250k,Waterholes,created,data,timestamp,,,now(),
gis250k,Waterholes,retired,data,timestamp,,,,
gis250k,Waterholes,ga_pid,data,int,,,,
gis250k,Waterholes,symbol,data,smallint,no,,,
gis250k,Waterholes,featurewidth,data,float,,,0,
gis250k,Waterholes,orientation,data,smallint,,,0,
gis250k,Waterholes,textnote,data,text,,,,
gis250k,Waterholes,position,data,point,,,,
gis250k,Waterholes,position,index,,,,,
gis250k,WaterPoints,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,WaterPoints,featuretype,data,int,no,ga_FeatureType,,
gis250k,WaterPoints,type,data,int,no,,,
gis250k,WaterPoints,name,data,text,,,,
gis250k,WaterPoints,featrel,data,date,no,,,
gis250k,WaterPoints,attrrel,data,date,no,,,
gis250k,WaterPoints,planacc,data,smallint,no,,,
gis250k,WaterPoints,source,implicit=GA,int,no,ga_Source,,
gis250k,WaterPoints,created,data,timestamp,,,now(),
gis250k,WaterPoints,retired,data,timestamp,,,,
gis250k,WaterPoints,ga_pid,data,int,,,,
